"consolidation","contest","candidate","type","votes"
"433440-SAN MARCOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",34
"433810-ELFIN FOREST","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"433810-ELFIN FOREST","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"433810-ELFIN FOREST","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",156
"433810-ELFIN FOREST","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"433810-ELFIN FOREST","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",126
"433810-ELFIN FOREST","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",13
"435010-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435010-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"435010-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",457
"435010-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"435010-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",197
"435010-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",16
"435012-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435012-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",27
"435012-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",711
"435012-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"435012-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",439
"435012-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",52
"435020-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435020-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"435020-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",748
"435020-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"435020-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",459
"435020-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",43
"435030-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435030-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"435030-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",587
"435030-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"435030-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",392
"435030-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",34
"435040-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435040-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"435040-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",534
"435040-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"435040-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",344
"435040-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",35
"435360-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435360-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"435360-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",103
"435360-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"435360-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",146
"435360-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",10
"435400-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435400-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"435400-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",178
"435400-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"435400-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",229
"435400-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",14
"435450-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435450-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"435450-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",257
"435450-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"435450-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",255
"435450-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",16
"435460-DEL DIOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"435460-DEL DIOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",22
"435460-DEL DIOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",594
"435460-DEL DIOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"435460-DEL DIOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",458
"435460-DEL DIOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",57
"436000-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436000-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"436000-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",248
"436000-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436000-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",360
"436000-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",22
"436050-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436050-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"436050-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",364
"436050-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436050-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",492
"436050-WHISPERING PALMS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",26
"436200-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436200-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"436200-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",88
"436200-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436200-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",123
"436200-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",10
"436210-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436210-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"436210-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",256
"436210-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436210-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",335
"436210-FAIRBANKS RANCH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",30
"436350-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436350-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"436350-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",169
"436350-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436350-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",248
"436350-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",22
"436420-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436420-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"436420-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",106
"436420-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436420-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",180
"436420-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",9
"436560-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436560-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"436560-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",269
"436560-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436560-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",411
"436560-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",37
"436720-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436720-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"436720-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",175
"436720-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436720-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",272
"436720-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",12
"436800-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"436800-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"436800-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",231
"436800-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"436800-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",309
"436800-RANCHO SANTA FE","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",15
"438100-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"438100-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"438100-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",253
"438100-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"438100-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",239
"438100-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",23
"438200-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"438200-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"438200-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",381
"438200-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"438200-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",414
"438200-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",45
"438300-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"438300-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"438300-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",337
"438300-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"438300-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",298
"438300-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",35
"438500-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"438500-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"438500-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",343
"438500-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"438500-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",337
"438500-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",38
"438600-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"438600-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"438600-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",314
"438600-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"438600-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",269
"438600-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",34
"438700-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"438700-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"438700-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",493
"438700-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"438700-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",535
"438700-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",74
"438800-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"438800-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"438800-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",541
"438800-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"438800-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",555
"438800-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",34
"439000-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"439000-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"439000-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",560
"439000-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"439000-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",572
"439000-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",64
"439720-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"439720-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"439720-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",262
"439720-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"439720-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",306
"439720-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",39
"439800-CORONADO","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"439800-CORONADO","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"439800-CORONADO","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",528
"439800-CORONADO","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"439800-CORONADO","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",664
"439800-CORONADO","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",44
"441600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"441600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",24
"441600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",408
"441600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"441600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",323
"441600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",41
"441610-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"441610-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",23
"441610-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",424
"441610-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"441610-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",374
"441610-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",42
"441800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"441800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"441800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",304
"441800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"441800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",161
"441800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",17
"441900-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"441900-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"441900-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",459
"441900-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",5
"441900-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",189
"441900-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",26
"442000-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"442000-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",17
"442000-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",670
"442000-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",9
"442000-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",280
"442000-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",45
"442100-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"442100-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",22
"442100-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",597
"442100-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"442100-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",410
"442100-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",56
"442400-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"442400-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",22
"442400-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",408
"442400-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"442400-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",234
"442400-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",30
"442500-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"442500-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"442500-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",312
"442500-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"442500-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",353
"442500-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",36
"442600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"442600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"442600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",404
"442600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"442600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",153
"442600-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",18
"442700-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"442700-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",24
"442700-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",610
"442700-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",8
"442700-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",245
"442700-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",41
"442800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"442800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",15
"442800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",453
"442800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"442800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",378
"442800-IMPERIAL BEACH","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",26
"443310-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"443310-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"443310-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",52
"443310-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"443310-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",155
"443310-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",6
"443320-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"443320-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",20
"443320-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",342
"443320-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"443320-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",540
"443320-RHO MONSERATE","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",39
"444780-RAINBOW","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"444780-RAINBOW","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"444780-RAINBOW","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",236
"444780-RAINBOW","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"444780-RAINBOW","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",308
"444780-RAINBOW","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",26
"445900-PALA","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"445900-PALA","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",19
"445900-PALA","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",151
"445900-PALA","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"445900-PALA","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",52
"445900-PALA","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",11
"447150-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"447150-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",8
"447150-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",127
"447150-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"447150-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",82
"447150-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",6
"447210-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"447210-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"447210-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",72
"447210-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"447210-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",178
"447210-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",8
"447260-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"447260-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"447260-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",113
"447260-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"447260-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",95
"447260-PAUMA VALLEY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",11
"448020-VALLEY CENTER","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"448020-VALLEY CENTER","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"448020-VALLEY CENTER","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",241
